metric,mk_tau,mk_p,sen_slope,lin_slope,lin_r2,lin_p,pois_slope,pois_r2,pois_p,mw_p,mw_meanGroup1,mw_meanGroup2,mw_medianGroup1,mw_medianGroup2,n_yrGroup1,n_yrGroup2,gage_ID
T_min_c_amj,0.044096728,0.706056827,0.004595405,0.012219578,0.024531346,0.347699418,NA,NA,NA,0.452258272,12.29508386,12.66096009,12.41428571,12.44065934,19,19,7300500
T_min_c_jas,0.088193457,0.443113145,0.009824415,0.004819526,0.005498385,0.658171839,NA,NA,NA,0.24286575,17.9721968,18.16842105,17.86630435,18.06521739,19,19,7300500
T_min_c_ond,0.113798009,0.320583765,0.011820652,0.010764664,0.022146894,0.37254703,NA,NA,NA,0.29998282,2.039988558,2.320423341,1.830434783,2.230434783,19,19,7300500
T_min_c_jfm,0.007112376,0.95989319,9.87E-04,-5.37E-04,2.58E-05,0.975867944,NA,NA,NA,1,-1.166873594,-1.167583703,-1.007777778,-1.251111111,19,19,7300500
pcumdist10days,-0.036984353,0.752923202,-0.047619048,0.064558486,0.002100776,0.784663823,0.001650998,0.002100776,0.48527633,0.539350604,39,39.21052632,39,33,19,19,7300500
pcumdist50days,-0.0056899,0.969896111,0,-0.114454536,0.001366851,0.825585919,-8.67E-04,0.001366851,0.500774889,0.883891652,133.7894737,130.3157895,130,133,19,19,7300500
pcumdist90days,-0.122332859,0.28520651,-1,-1.134259766,0.052876531,0.16488097,-0.003951437,0.052876531,6.07E-06,0.838060924,292.3684211,281.9473684,306,303,19,19,7300500
swe_mm_cy,-0.085585586,0.462391331,-0.071428571,-0.091749644,0.016782442,0.44475611,NA,NA,NA,0.593921291,10.83333333,9.789473684,9.5,8,18,18,7300500
swe_mm_amj,-0.052380952,0.123512818,0,-0.004247104,0.072079426,0.113368982,NA,NA,NA,0.31656253,0.058823529,0,0,0,17,17,7300500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7300500
swe_mm_ond,-0.036507937,0.760085071,0,-0.036293436,0.004037199,0.712760103,NA,NA,NA,0.935876156,5,4.777777778,3.5,3.5,18,18,7300500
swe_mm_jfm,-0.001587302,1,0,-0.044401544,0.003300341,0.739283879,NA,NA,NA,1,9.277777778,9.222222222,6,7,18,18,7300500
srad_wm2_cy,0.335704125,0.003130431,0.173917808,0.176168378,0.238301732,0.001875757,NA,NA,NA,0.006336157,208.4882177,212.1548351,208.6876712,212.3005464,19,19,7300500
srad_wm2_amj,0.223328592,0.049853698,0.253296705,0.248965609,0.119922289,0.033187529,NA,NA,NA,0.102532871,274.2608444,279.0277617,276.2087912,278.5714286,19,19,7300500
srad_wm2_jas,0.157894737,0.166692609,0.161764706,0.18866706,0.079093409,0.087181866,NA,NA,NA,0.031926026,263.9879863,269.8832952,265.0217391,270.6521739,19,19,7300500
srad_wm2_ond,0.118065434,0.302589503,0.081861413,0.109176154,0.05422309,0.159453672,NA,NA,NA,0.452258272,138.6584668,140.1298627,138.7934783,140.75,19,19,7300500
srad_wm2_jfm,0.223328592,0.049817556,0.164893952,0.159061414,0.090580836,0.066337161,NA,NA,NA,0.13646234,156.7443738,159.3058544,157.9888889,160.4444444,19,19,7300500
p.pet_cy,-0.098150782,0.39261231,-0.001299218,-0.001231093,0.017042952,0.434670118,NA,NA,NA,0.324859207,0.370204033,0.327745767,0.365967366,0.314745308,19,19,7300500
swe.p_cy,-0.075075075,0.521610282,-1.33E-04,-8.88E-05,0.006523672,0.634633563,NA,NA,NA,0.845305375,0.01702141,0.016938157,0.0154768,0.01384083,18,18,7300500
p.pet_jfm,-0.163584637,0.151801506,-0.004514592,-0.003545724,0.03590363,0.254540978,NA,NA,NA,0.324859207,0.331332005,0.281763827,0.285714286,0.189473684,19,19,7300500
swe.p_jfm,0.106349206,0.368619415,0.00146204,0.002241394,0.021464337,0.393862189,NA,NA,NA,0.704177302,0.149700535,0.174760215,0.121847415,0.12035061,18,18,7300500
p.pet_amj,-0.137980085,0.227469557,-0.003166163,-0.001365019,0.005389738,0.661361929,NA,NA,NA,0.369685928,0.428900593,0.389728544,0.394316163,0.349823322,19,19,7300500
swe.p_amj,-0.052380952,0.123512818,0,-2.65E-05,0.072079426,0.113368982,NA,NA,NA,0.31656253,3.68E-04,0,0,0,17,17,7300500
p.pet_jas,0.089615932,0.435709913,0.00199271,0.001407137,0.011200681,0.527134349,NA,NA,NA,0.50630654,0.330904668,0.297090701,0.336206897,0.317241379,19,19,7300500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7300500
p.pet_ond,-0.095305832,0.406682569,-0.003425658,-0.004786707,0.03113664,0.289256656,NA,NA,NA,0.48793053,0.450539425,0.392788746,0.388235294,0.281690141,19,19,7300500
swe.p_ond,-0.077777778,0.506660944,0,-5.35E-04,0.006963639,0.628481162,NA,NA,NA,0.712048068,0.057985605,0.050955535,0.038593063,0.032296651,18,18,7300500
annualnoflowdays,-0.065433855,0.555712378,0,0.260969471,0.001707213,0.805449543,0.005332418,0.001707213,0.011736716,0.749994386,43.36842105,54.57894737,15,12,19,19,7301500
zeroflowfirst,-0.064935065,0.692547486,-0.35,-0.644519995,0.071941183,0.227474571,-0.005813886,0.071941183,5.80E-04,0.766423091,113.6,108.0833333,105.5,120.5,10,10,7301500
peak2z_length,-0.168831169,0.283551928,-0.204545455,-0.193346395,0.039044607,0.378074625,NA,NA,NA,0.895023348,24,21.06944444,16.75,22.5,10,10,7301500
p_mm_cy,-0.051209104,0.659849456,-0.555555556,-0.749863224,0.003733546,0.715543632,NA,NA,NA,0.413592982,602.6842105,564,582,559,19,19,7301500
p_mm_amj,-0.120910384,0.290797389,-0.911764706,-0.808403545,0.010602134,0.538446071,NA,NA,NA,0.530118932,227.2631579,212.3157895,221,201,19,19,7301500
p_mm_jas,0.143669986,0.20854077,1.4,1.124958967,0.027471866,0.319980035,NA,NA,NA,0.715100785,191.3157895,180.2105263,203,194,19,19,7301500
p_mm_ond,-0.078236131,0.497144082,-0.375,-0.482328482,0.007856632,0.596673545,NA,NA,NA,0.530163953,104.6315789,98.94736842,93,68,19,19,7301500
p_mm_jfm,-0.119487909,0.296515143,-0.875,-0.584090163,0.020680489,0.389037965,NA,NA,NA,0.492522762,79.47368421,72.52631579,69,50,19,19,7301500
pet_mm_cy,0.251778094,0.026921423,3.833333333,4.461100777,0.151539871,0.015705988,NA,NA,NA,0.034446421,1645.368421,1738.315789,1660,1735,19,19,7301500
pet_mm_amj,0.159317212,0.162682346,1.416666667,1.941787942,0.095229677,0.059423509,NA,NA,NA,0.267100414,548.0526316,582.1578947,548,569,19,19,7301500
pet_mm_jas,0.046941679,0.687306472,0.3125,0.168727432,0.001371539,0.825291704,NA,NA,NA,0.160949634,596.3157895,616.4210526,584,604,19,19,7301500
pet_mm_ond,0.244665718,0.031504177,1.095238095,1.120800963,0.134996154,0.023251151,NA,NA,NA,0.04870275,250.5263158,270.2631579,246,281,19,19,7301500
pet_mm_jfm,0.219061166,0.054359896,1.216216216,1.22978444,0.1201519,0.033008355,NA,NA,NA,0.121724503,250.4736842,269.4736842,255,277,19,19,7301500
T_max_c_cy,0.271692745,0.016909856,0.033879754,0.034663871,0.138811232,0.0212444,NA,NA,NA,0.027345323,22.13769337,22.81530858,22.21530055,22.93068493,19,19,7301500
T_max_c_amj,0.103840683,0.365371549,0.025071225,0.032506863,0.049828176,0.177935833,NA,NA,NA,0.525031445,26.8593985,27.46408329,27.11208791,27.17252747,19,19,7301500
T_max_c_jas,0.029871977,0.801475418,0.00736166,0.008997393,0.005214155,0.666598886,NA,NA,NA,0.222961226,32.03718535,32.52934783,31.69782609,32.06195652,19,19,7301500
T_max_c_ond,0.237553343,0.036893903,0.050407609,0.04890115,0.128131593,0.027344752,NA,NA,NA,0.053275147,16.07883295,16.93014874,16.04891304,17.10434783,19,19,7301500
T_max_c_jfm,0.217638691,0.056013638,0.053955556,0.048535394,0.095314401,0.059304556,NA,NA,NA,0.181427015,13.45674635,14.22362702,13.49,14.16333333,19,19,7301500
T_min_c_cy,0.018492176,0.880083901,0.002477665,0.004149321,0.005628316,0.654405567,NA,NA,NA,0.603225988,7.324752168,7.486048278,7.280273973,7.529041096,19,19,7301500
T_min_c_amj,0.018492176,0.880083901,0.001587302,0.008411962,0.011455375,0.522447461,NA,NA,NA,0.665016934,11.79346443,12.07674957,11.88351648,11.87912088,19,19,7301500
T_min_c_jas,0.046941679,0.687415754,0.005434783,0.002579723,0.001579198,0.812750901,NA,NA,NA,0.328009506,17.58449657,17.75589245,17.46847826,17.79456522,19,19,7301500
T_min_c_ond,0.086770982,0.450660526,0.010386473,0.008975509,0.014551242,0.470660501,NA,NA,NA,0.339401365,1.518306636,1.760125858,1.316304348,1.710869565,19,19,7301500
T_min_c_jfm,-0.018492176,0.880083901,-0.003487654,-0.003445496,0.001017015,0.84925545,NA,NA,NA,0.931039053,-1.724011953,-1.775027312,-1.423333333,-1.848888889,19,19,7301500
pcumdist10days,-0.071123755,0.537503821,-0.153846154,-0.012583434,7.40E-05,0.959114718,-3.18E-04,7.40E-05,0.892482905,0.693294529,39.52631579,39.68421053,41,34,19,19,7301500
pcumdist50days,-0.034139403,0.772411202,-0.157894737,-0.036874932,1.42E-04,0.943312851,-2.83E-04,1.42E-04,0.826996348,0.748062665,132.4210526,127.7368421,133,130,19,19,7301500
pcumdist90days,-0.170697013,0.13454646,-1.388888889,-1.361089835,0.078145726,0.089179047,-0.00473852,0.078145726,5.77E-08,0.530141444,296.0526316,278.7368421,320,279,19,19,7301500
swe_mm_cy,-0.028528529,0.813438538,0,-0.004267425,3.54E-05,0.972139723,NA,NA,NA,0.737722199,11.55555556,13.21052632,10.5,10,18,18,7301500
swe_mm_amj,-0.049206349,0.391108011,0,-0.007979408,0.044525097,0.216702712,NA,NA,NA,0.487572239,0.176470588,0.052631579,0,0,17,17,7301500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7301500
swe_mm_ond,-0.031746032,0.794545628,0,-0.035392535,0.003148519,0.745147353,NA,NA,NA,0.936633586,6.055555556,6.333333333,4.5,4,18,18,7301500
swe_mm_jfm,0.084126984,0.477826597,0.080128205,0.101801802,0.016746046,0.451925642,NA,NA,NA,0.485695362,9.444444444,12.27777778,8,9.5,18,18,7301500
srad_wm2_cy,0.307254623,0.006868096,0.167767929,0.157942534,0.207550048,0.004049931,NA,NA,NA,0.010628541,207.2967851,210.7312098,207.0767123,210.7103825,19,19,7301500
srad_wm2_amj,0.20625889,0.070240863,0.220779218,0.234947676,0.111694705,0.040290394,NA,NA,NA,0.108953852,273.9109312,278.7137073,275.043956,277.4505495,19,19,7301500
srad_wm2_jas,0.135135135,0.237301321,0.110869564,0.132918167,0.048335154,0.18474551,NA,NA,NA,0.043018873,263.2231121,267.9324943,262.6413043,268.5543478,19,19,7301500
srad_wm2_ond,0.112375533,0.326785805,0.07608695,0.095356975,0.0463334,0.194337996,NA,NA,NA,0.452258272,136.819222,138.1790618,137.2282609,138.8369565,19,19,7301500
srad_wm2_jfm,0.229018492,0.044272168,0.169907015,0.170348562,0.1067674,0.045253382,NA,NA,NA,0.108953852,154.9307371,157.8389757,156.5666667,159.3222222,19,19,7301500
p.pet_cy,-0.095305832,0.406682569,-0.001175429,-0.001229362,0.018311853,0.417913307,NA,NA,NA,0.270712911,0.371284736,0.329814721,0.343362832,0.318506315,19,19,7301500
swe.p_cy,-0.007507508,0.958273718,-1.61E-05,7.83E-05,0.004285224,0.700286267,NA,NA,NA,0.447424102,0.018568455,0.023595342,0.016450722,0.019125683,18,18,7301500
p.pet_jfm,-0.173541963,0.128179376,-0.004759784,-0.003833783,0.04081522,0.223843573,NA,NA,NA,0.328035974,0.339484034,0.290833478,0.270588235,0.16967509,19,19,7301500
swe.p_jfm,0.174603175,0.137556278,0.003113563,0.004653596,0.085607283,0.08332857,NA,NA,NA,0.241687668,0.155781682,0.230552349,0.116941529,0.179166667,18,18,7301500
p.pet_amj,-0.137980085,0.227469557,-0.002362204,-0.001941518,0.012002524,0.512619709,NA,NA,NA,0.385423739,0.428226308,0.387068643,0.386481802,0.360861759,19,19,7301500
swe.p_amj,-0.050793651,0.375706546,0,-4.92E-05,0.056691066,0.161998856,NA,NA,NA,0.467208978,0.001036981,1.91E-04,0,0,17,17,7301500
p.pet_jas,0.123755334,0.279615358,0.001773869,0.001562563,0.014273316,0.474960188,NA,NA,NA,0.583204246,0.332970995,0.298925724,0.351443124,0.336752137,19,19,7301500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7301500
p.pet_ond,-0.095305832,0.406682569,-0.002991839,-0.003731923,0.019240339,0.406241766,NA,NA,NA,0.469911859,0.445205979,0.400765872,0.385892116,0.253787879,19,19,7301500
swe.p_ond,-0.015873016,0.902168082,0,-4.99E-04,0.003812306,0.72054494,NA,NA,NA,1,0.072891344,0.075485982,0.067816092,0.045868347,18,18,7301500
annualnoflowdays,-0.135135135,0.233721179,-0.714285714,-2.265893424,0.048484063,0.184053436,-0.026698587,0.048484063,4.53E-60,0.659268965,100.9473684,71.68421053,26,16,19,19,7303000
zeroflowfirst,0.07635468,0.570452008,0.5,0.869072165,0.019225894,0.473173763,0.0117356,0.019225894,3.25E-10,0.741634032,69.92857143,78.73333333,44,47,14,14,7303000
peak2z_length,0.21957672,0.105021085,0.384051724,0.702911721,0.153319097,0.039343627,NA,NA,NA,0.00504792,12.75136054,31.17142857,8.2,24.2,14,14,7303000
p_mm_cy,-0.058321479,0.614995425,-0.714285714,-0.838166101,0.004617827,0.685201139,NA,NA,NA,0.365393232,611.9473684,570.4736842,585,567,19,19,7303000
p_mm_amj,-0.112375533,0.326530804,-0.967741935,-0.83149141,0.011163237,0.527829603,NA,NA,NA,0.501751466,230.9473684,215,229,204,19,19,7303000
p_mm_jas,0.149359886,0.190910081,1.384615385,1.175073859,0.029205908,0.304956705,NA,NA,NA,0.737011818,192.1052632,181.1052632,202,192,19,19,7303000
p_mm_ond,-0.085348506,0.45813684,-0.5,-0.561549404,0.010471773,0.540967408,NA,NA,NA,0.530141444,107.4736842,100.6315789,99,69,19,19,7303000
p_mm_jfm,-0.120910384,0.290797389,-0.909090909,-0.620199147,0.02297116,0.36369539,NA,NA,NA,0.483410787,81.42105263,73.73684211,70,50,19,19,7303000
pet_mm_cy,0.248933144,0.02870521,3.75,4.376080534,0.146143823,0.017854906,NA,NA,NA,0.03713018,1645.578947,1736.157895,1660,1734,19,19,7303000
pet_mm_amj,0.166429587,0.144683082,1.4375,1.919575446,0.093599492,0.061760154,NA,NA,NA,0.254820064,547.7894737,581.3157895,547,569,19,19,7303000
pet_mm_jas,0.019914651,0.870145618,0.142857143,0.138746033,9.22E-04,0.856385895,NA,NA,NA,0.236975097,596.7368421,616.2105263,585,603,19,19,7303000
pet_mm_ond,0.244665718,0.031504177,1.064516129,1.106685633,0.134126581,0.023734117,NA,NA,NA,0.050396473,250.4210526,269.7894737,245,280,19,19,7303000
pet_mm_jfm,0.214793741,0.059243482,1.2,1.211073422,0.116498416,0.035977249,NA,NA,NA,0.132617773,250.6315789,268.8421053,256,276,19,19,7303000
T_max_c_cy,0.266002845,0.01936784,0.033462447,0.03402668,0.133302309,0.024201068,NA,NA,NA,0.029561459,22.19793055,22.86156902,22.27622951,22.95287671,19,19,7303000
T_max_c_amj,0.100995733,0.378841252,0.023509824,0.032042965,0.048392972,0.184476448,NA,NA,NA,0.525031445,26.93019086,27.52087912,27.21978022,27.1956044,19,19,7303000
T_max_c_jas,0.027027027,0.820972542,0.005641822,0.00816377,0.004260394,0.697027276,NA,NA,NA,0.246045471,32.13037757,32.60657895,31.78478261,32.17826087,19,19,7303000
T_max_c_ond,0.243243243,0.032579792,0.047237319,0.048303972,0.125603961,0.029025523,NA,NA,NA,0.046239714,16.12305492,16.96332952,16.1,17.125,19,19,7303000
T_max_c_jfm,0.209103841,0.066431921,0.053793103,0.047884733,0.092705706,0.063080758,NA,NA,NA,0.201433384,13.48904312,14.24105584,13.51111111,14.18888889,19,19,7303000
T_min_c_cy,0.032716927,0.782101161,0.003134247,0.004508712,0.006643509,0.626631263,NA,NA,NA,0.583204246,7.422447158,7.587576717,7.391506849,7.63890411,19,19,7303000
T_min_c_amj,0.021337127,0.860288705,0.001498502,0.008708722,0.012314073,0.507164239,NA,NA,NA,0.644145201,11.90630422,12.19259688,11.99120879,12.00659341,19,19,7303000
T_min_c_jas,0.051209104,0.659899848,0.00615942,0.003139317,0.002323048,0.773840987,NA,NA,NA,0.306841458,17.68884439,17.86956522,17.58369565,17.90543478,19,19,7303000
T_min_c_ond,0.089615932,0.435709913,0.011391304,0.009213381,0.015362119,0.458459916,NA,NA,NA,0.339401365,1.608867277,1.851487414,1.433695652,1.80326087,19,19,7303000
T_min_c_jfm,-0.009957326,0.939871454,-0.0025,-0.00310356,8.27E-04,0.863937695,NA,NA,NA,0.953994927,-1.641096973,-1.6899608,-1.323333333,-1.778888889,19,19,7303000
pcumdist10days,-0.055476529,0.632553699,-0.125,0.017069701,1.41E-04,0.94365318,4.33E-04,1.41E-04,0.854186583,0.747956034,39.15789474,39.68421053,39,34,19,19,7303000
pcumdist50days,-0.021337127,0.860244975,-0.09375,-0.074296969,5.87E-04,0.885242488,-5.63E-04,5.87E-04,0.662107281,0.895454837,133.9473684,130.2105263,133,131,19,19,7303000
pcumdist90days,-0.180654339,0.113066119,-1.416666667,-1.407922092,0.083195605,0.079056601,-0.004876713,0.083195605,2.17E-08,0.579016672,296.9473684,280.7894737,320,284,19,19,7303000
swe_mm_cy,-0.033033033,0.782891,0,-0.012802276,3.35E-04,0.914417905,NA,NA,NA,0.77226483,11.5,12.84210526,10,10,18,18,7303000
swe_mm_amj,-0.049206349,0.391108011,0,-0.007979408,0.044525097,0.216702712,NA,NA,NA,0.487572239,0.176470588,0.052631579,0,0,17,17,7303000
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7303000
swe_mm_ond,-0.03015873,0.805165224,0,-0.03024453,0.002327645,0.779921994,NA,NA,NA,0.911388051,5.944444444,6.222222222,4,3.5,18,18,7303000
swe_mm_jfm,0.073015873,0.538909993,0.066666667,0.085456885,0.012473508,0.516665793,NA,NA,NA,0.536504639,9.388888889,11.83333333,8,8.5,18,18,7303000
srad_wm2_cy,0.305832148,0.007136907,0.165755917,0.160799875,0.209931913,0.003818387,NA,NA,NA,0.008246873,207.1259975,210.6290622,206.890411,210.5300546,19,19,7303000
srad_wm2_amj,0.19772404,0.08275447,0.21978022,0.235742483,0.109778289,0.042152252,NA,NA,NA,0.122720976,273.6685946,278.481203,274.5934066,277.3076923,19,19,7303000
srad_wm2_jas,0.13371266,0.242216563,0.133867274,0.142147604,0.054122185,0.159853496,NA,NA,NA,0.042420818,263.0463387,268.0097254,262.3152174,268.5326087,19,19,7303000
srad_wm2_ond,0.106685633,0.352204932,0.07826087,0.096571311,0.04683689,0.191873603,NA,NA,NA,0.48793053,136.7356979,138.1189931,137.1086957,138.7934783,19,19,7303000
srad_wm2_jfm,0.223328592,0.049853698,0.17027027,0.1704499,0.105884019,0.046206026,NA,NA,NA,0.122720976,154.7492899,157.6422145,156.4175824,159.1888889,19,19,7303000
p.pet_cy,-0.106685633,0.352204932,-0.001208156,-0.001272499,0.019254046,0.406072985,NA,NA,NA,0.246045471,0.376923765,0.334086317,0.348214286,0.318808605,19,19,7303000
swe.p_cy,-0.006006006,0.968701719,-1.03E-05,6.58E-05,0.003289638,0.735979381,NA,NA,NA,0.479731229,0.018208435,0.022693355,0.016240842,0.020761246,18,18,7303000
p.pet_jfm,-0.166429587,0.144746587,-0.005133197,-0.003973486,0.042800779,0.212673032,NA,NA,NA,0.369685928,0.347541106,0.296222162,0.26953125,0.177536232,19,19,7303000
swe.p_jfm,0.182539683,0.120440816,0.002996805,0.004197333,0.081047486,0.09239974,NA,NA,NA,0.229230211,0.148617268,0.21610914,0.114285714,0.171048554,18,18,7303000
p.pet_amj,-0.143669986,0.208684671,-0.002768436,-0.001967167,0.012143091,0.51014598,NA,NA,NA,0.35434426,0.435031165,0.392671013,0.402460457,0.359698682,19,19,7303000
swe.p_amj,-0.050793651,0.375706546,0,-4.85E-05,0.057161557,0.16021613,NA,NA,NA,0.467208978,0.001018893,1.85E-04,0,0,17,17,7303000
p.pet_jas,0.126600284,0.268584741,0.002087712,0.001674978,0.015989657,0.449351371,NA,NA,NA,0.603225988,0.334240972,0.300781079,0.343537415,0.342245989,19,19,7303000
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,7303000
p.pet_ond,-0.106685633,0.352204932,-0.003228633,-0.00408642,0.022561323,0.368060478,NA,NA,NA,0.434976755,0.457184286,0.407621703,0.410788382,0.260377358,19,19,7303000
swe.p_ond,-0.019047619,0.880575894,0,-3.74E-04,0.002609926,0.767306415,NA,NA,NA,0.974701606,0.069077331,0.070575206,0.059027778,0.045715778,18,18,7303000
annualnoflowdays,0.145092461,0.18236924,0,1.234598971,0.031429084,0.28696692,0.02743163,0.031429084,2.43E-34,0.008510702,25.42105263,66.21052632,0,23,19,19,7311500
zeroflowfirst,-0.266666667,0.096443174,-2.321428571,-0.464109474,0.008748244,0.686758384,-0.004605401,0.008748244,0.0150488,0.968930055,95.83333333,100.4,119.5,115,6,6,7311500
peak2z_length,-0.1,0.544843608,-0.124393939,-0.020163558,6.02E-04,0.915894854,NA,NA,NA,0.75503446,21.79166667,18.20111111,14.625,18,6,6,7311500
p_mm_cy,-0.115220484,0.314534699,-2.923076923,-2.220155378,0.019634184,0.40143177,NA,NA,NA,0.171981443,801.3684211,719.2631579,771,695,19,19,7311500
p_mm_amj,-0.122332859,0.28520651,-1.818181818,-0.569318306,0.003051483,0.741853321,NA,NA,NA,0.293227174,289.6842105,271.6315789,313,233,19,19,7311500
p_mm_jas,0.116642959,0.308485636,1.485714286,1.364481891,0.023243775,0.360830438,NA,NA,NA,0.715145515,205.7368421,190.3684211,196,198,19,19,7311500
p_mm_ond,-0.140825036,0.217931652,-1.8,-1.775248933,0.048150257,0.185608899,NA,NA,NA,0.401554317,167.8421053,148.8947368,173,110,19,19,7311500
p_mm_jfm,-0.169274538,0.137821145,-1.238095238,-1.24007003,0.056670545,0.150083102,NA,NA,NA,0.179190272,138.1052632,108.3684211,117,104,19,19,7311500
pet_mm_cy,0.152204836,0.182655913,2.724137931,3.676551045,0.087444322,0.071460939,NA,NA,NA,0.085020767,1608.263158,1694.578947,1616,1648,19,19,7311500
pet_mm_amj,0.132290185,0.247354863,1.029411765,1.647445016,0.058175053,0.144621493,NA,NA,NA,0.357711164,531.1052632,561.1052632,534,537,19,19,7311500
pet_mm_jas,-0.018492176,0.880065087,-0.111111111,0.083160083,2.53E-04,0.92452015,NA,NA,NA,0.373177483,598.1052632,617.7894737,594,608,19,19,7311500
pet_mm_ond,0.199146515,0.080479751,0.857142857,0.934894409,0.111843069,0.040149738,NA,NA,NA,0.042420818,238.5789474,257.6315789,242,264,19,19,7311500
pet_mm_jfm,0.170697013,0.13454646,0.823529412,1.011051537,0.090263094,0.066838653,NA,NA,NA,0.132638971,240.4736842,258.0526316,244,267,19,19,7311500
T_max_c_cy,0.169274538,0.137945662,0.021260274,0.025126857,0.067780528,0.114419622,NA,NA,NA,0.115680525,23.93145737,24.44974923,23.97534247,24.60109589,19,19,7311500
T_max_c_amj,0.018492176,0.880083901,0.006360306,0.024543768,0.02546649,0.338556502,NA,NA,NA,0.817463305,28.59543088,29.06749566,28.89450549,28.48681319,19,19,7311500
T_max_c_jas,-0.055476529,0.632840694,-0.010403726,-9.27E-04,4.47E-05,0.968236259,NA,NA,NA,0.665016934,34.22477117,34.55040046,34.20326087,34.34347826,19,19,7311500
T_max_c_ond,0.226173542,0.046993259,0.037246377,0.038084511,0.090899162,0.065838601,NA,NA,NA,0.034446421,17.83941648,18.51653318,18.08478261,18.75217391,19,19,7311500
T_max_c_jfm,0.177809388,0.119016217,0.040572514,0.0391637,0.06273591,0.129336139,NA,NA,NA,0.270712911,14.94046976,15.54483902,15.1978022,15.93888889,19,19,7311500
T_min_c_cy,0.137980085,0.227469557,0.011813699,0.013296754,0.055871537,0.15307446,NA,NA,NA,0.270712911,9.95212252,10.19390598,9.973972603,10.22438356,19,19,7311500
